external_id	pilot_batch	objective_code	concept_code	question_family_code	difficulty	cognitive_level	question_type	question_mode	question_style	question_text	choice_a	choice_b	choice_c	choice_d	correct_letter	short_explanation	feedback_display_version	explanation	choice_a_explanation	choice_b_explanation	choice_c_explanation	choice_d_explanation	common_mistake	remediation_text	memory_aid	visual_priority	visual_type	visual_display_mode	visual_asset_key	visual_brief	visual_caption	visual_alt_text	source_reference_text	source_pages	source_status	review_status	reinforcement_question_ids	estimated_time_seconds
LTL2-C6-PA-Q001	Chapter 6 A	C6-O01	LTL2-C6-PERSONALITY_DEFINITION	LTL2-C6-F001	easy	recall	multiple_choice	study_and_test	cap_direct	What is personality?	A person’s public reputation	The sum of thoughts, feelings, and behaviors that makes someone unique	A person’s strongest emotion	A fixed set of inherited physical traits	B	Personality is the unique pattern of thoughts, feelings, and behaviors.	1	Personality includes visible and hidden features and is broader than reputation, mood, or genetics alone.	Reputation is how others view a person, not the full personality.	This is the chapter’s definition of personality.	One emotion is only a small part of personality.	Inherited traits may influence personality, but personality is broader.	Reducing personality to one trait or to reputation.	Ask: Does the answer include thoughts, feelings, and behavior together?	Personality = Think + Feel + Act.	medium	three_part_icon	optional_after_answer	ltl2_c6_personality_definition_001	Three linked icons labeled Think, Feel, and Act forming one person.	Personality = Think + Feel + Act.	Three linked icons labeled Think, Feel, and Act forming one person.	Learn to Lead Volume 2, Chapter 6 — Personality, Nature/Nurture & Birth Order	75	approved_source	draft	LTL2-C6-PA-Q002|LTL2-C6-PA-Q003|LTL2-C6-PA-Q004	35
LTL2-C6-PA-Q002	Chapter 6 A	C6-O02	LTL2-C6-NATURE_INFLUENCE	LTL2-C6-F002	medium	understanding	multiple_choice	study_and_test	cap_direct	In the nature-versus-nurture debate, “nature” refers primarily to	genetic and inborn influences	training and education	family expectations	choices made during adulthood	A	Nature means inherited or biological influences.	1	The nature side emphasizes genes and inborn qualities, while nurture emphasizes experience and environment.	Nature refers to inherited and biological influences.	Training and education are nurture.	Family expectations are environmental influences, so they are nurture.	Adult choices may shape behavior but are not what “nature” means.	Confusing nature with the natural environment.	Replace “nature” with “what you are born with.”	Nature = born with it.	medium	comparison_diagram	optional_after_answer	ltl2_c6_nature_influence_002	A split image: DNA on one side and life experiences on the other.	Nature = born with it.	A split image: DNA on one side and life experiences on the other.	Learn to Lead Volume 2, Chapter 6 — Personality, Nature/Nurture & Birth Order	76	approved_source	draft	LTL2-C6-PA-Q001|LTL2-C6-PA-Q003|LTL2-C6-PA-Q004	40
LTL2-C6-PA-Q003	Chapter 6 A	C6-O03	LTL2-C6-NURTURE_INFLUENCE	LTL2-C6-F003	medium	application	multiple_choice	study_and_test	scenario	Two cadets begin with similar ability. One receives patient coaching and regular practice, while the other receives neither. The first improves much faster. This best illustrates	birth order theory	charisma	nurture	referent power	C	Training and experience are examples of nurture.	1	Nurture includes the effects of coaching, school, family, friends, and other experiences on development.	Birth order concerns family position, not coaching.	Charisma is a personal magnetic quality, not skill development through practice.	Coaching and practice are environmental experiences—nurture.	Referent power comes from being liked or respected.	Choosing a leadership term that sounds positive but does not describe environmental influence.	Identify what changed: the cadet’s experiences, not genes.	Nurture = what life teaches.	medium	before_after	optional_after_answer	ltl2_c6_nurture_influence_003	Two similar cadets; one receives coaching and practice and improves.	Nurture = what life teaches.	Two similar cadets; one receives coaching and practice and improves.	Learn to Lead Volume 2, Chapter 6 — Personality, Nature/Nurture & Birth Order	76	approved_source	draft	LTL2-C6-PA-Q001|LTL2-C6-PA-Q002|LTL2-C6-PA-Q004	50
LTL2-C6-PA-Q004	Chapter 6 A	C6-O04	LTL2-C6-NATURE_NURTURE_INTERACTION	LTL2-C6-F004	hard	analysis	multiple_choice	study_and_test	cap_direct	Which conclusion best matches the chapter’s modern view of nature and nurture?	Genes determine personality, and environment has little effect.	Environment writes everything onto a completely blank mind.	Nature and nurture both matter and influence one another.	Leaders should ignore personality because it cannot change.	C	Nature and nurture both shape people and interact.	1	The chapter rejects both extremes: people are affected by genes and by environment, and leaders can influence that environment through their example.	The chapter rejects biology as complete destiny.	The chapter also rejects the extreme blank-slate position.	The modern view is interaction between inherited qualities and environment.	Leaders can influence the environment and should know their people.	Thinking the debate requires choosing only one side.	Look for the answer that rejects both absolute extremes.	Born + formed = both.	high	balance_scale	optional_after_answer	ltl2_c6_nature_nurture_interaction_004	A balanced scale labeled Genes and Environment with arrows between them.	Born + formed = both.	A balanced scale labeled Genes and Environment with arrows between them.	Learn to Lead Volume 2, Chapter 6 — Personality, Nature/Nurture & Birth Order	76–77	approved_source	draft	LTL2-C6-PA-Q001|LTL2-C6-PA-Q002|LTL2-C6-PA-Q003	55
LTL2-C6-PA-Q005	Chapter 6 A	C6-O04	LTL2-C6-LEADER_ENVIRONMENT	LTL2-C6-F005	hard	scenario	multiple_choice	study_and_test	application	A cadet leader cannot change a teammate’s inherited temperament. What can the leader most directly influence?	The teammate’s genes	The environment created by the leader’s behavior	The teammate’s birth order	The teammate’s permanent personality type	B	Leaders influence people partly by shaping their environment.	1	The practical lesson of nature versus nurture is to know people individually and create a supportive environment through leadership by example.	Genes are inherited and not controlled by the leader.	The leader’s example, expectations, and treatment shape the team environment.	Birth order is already established.	Personality should not be treated as permanently controlled by the leader.	Assuming leadership can directly redesign another person.	Separate what a leader controls from what the leader can only understand.	You cannot change genes; you can change the climate.	high	control_circle	optional_after_answer	ltl2_c6_leader_environment_005	A control circle showing leader behavior inside and genes outside.	You cannot change genes; you can change the climate.	A control circle showing leader behavior inside and genes outside.	Learn to Lead Volume 2, Chapter 6 — Personality, Nature/Nurture & Birth Order	77	approved_source	draft	LTL2-C6-PA-Q001|LTL2-C6-PA-Q002|LTL2-C6-PA-Q003	55
LTL2-C6-PA-Q006	Chapter 6 A	C6-O05	LTL2-C6-BIRTH_ORDER_DEFINITION	LTL2-C6-F006	easy	recall	multiple_choice	study_and_test	cap_direct	Birth order theory proposes that personality may be influenced by	a person’s rank within the family	the month in which a person was born	genetic birth defects	the order in which a team receives assignments	A	Birth order theory links family position with personality experiences.	1	It argues that children in different family positions may share experiences that shape how they see themselves.	Birth order theory concerns being first, middle, youngest, or an only child.	The month of birth is unrelated.	Genetic disorders belong to nature, not birth order theory.	Team assignment order is unrelated to family position.	Interpreting “birth order” as date or time of birth.	Think: oldest, middle, youngest, only.	Birth order = place in the family.	medium	family_ladder	optional_after_answer	ltl2_c6_birth_order_definition_006	A family ladder labeled Only, First, Middle, Youngest.	Birth order = place in the family.	A family ladder labeled Only, First, Middle, Youngest.	Learn to Lead Volume 2, Chapter 6 — Personality, Nature/Nurture & Birth Order	78	approved_source	draft	LTL2-C6-PA-Q001|LTL2-C6-PA-Q002|LTL2-C6-PA-Q003	35
LTL2-C6-PA-Q007	Chapter 6 A	C6-O05	LTL2-C6-TUTOR_EFFECT	LTL2-C6-F007	medium	understanding	multiple_choice	study_and_test	cap_direct	What is the “tutor effect” used to explain in birth order theory?	Younger children usually teach older siblings.	Firstborn children may develop skills by teaching younger siblings.	Only children receive less adult instruction.	Middle children always have the highest intelligence.	B	Teaching younger siblings may help firstborns develop leadership skills.	1	The tutor effect is one argument offered in support of birth order theory, not proof that every firstborn becomes a leader.	The tutor effect is usually described in the opposite direction.	Teaching younger siblings may help firstborns develop knowledge and leadership skills.	The theory does not define the tutor effect this way.	Birth order theory does not guarantee a result for every middle child.	Treating a statistical tendency as a guarantee.	Remember who usually tutors whom in a family.	Older teaches younger—the tutor grows too.	medium	teaching_scene	optional_after_answer	ltl2_c6_tutor_effect_007	An older sibling teaching a younger sibling, with both learning.	Older teaches younger—the tutor grows too.	An older sibling teaching a younger sibling, with both learning.	Learn to Lead Volume 2, Chapter 6 — Personality, Nature/Nurture & Birth Order	78	approved_source	draft	LTL2-C6-PA-Q001|LTL2-C6-PA-Q002|LTL2-C6-PA-Q003	45
LTL2-C6-PA-Q008	Chapter 6 A	C6-O05	LTL2-C6-BIRTH_ORDER_LIMITS	LTL2-C6-F008	hard	misconception	multiple_choice	study_and_test	cap_direct	Which statement shows the best use of birth order theory by a leader?	Assume every youngest child is rebellious.	Use family position as one possible clue, while still knowing each person individually.	Assign leadership jobs only to firstborn cadets.	Ignore major life events because birth order explains personality best.	B	Birth order is a possible clue, not a label.	1	The theory can help leaders consider environmental influences, but it should never be used to stereotype or predict every individual.	The chapter warns against treating tendencies as certainties.	Birth order may broaden perspective but cannot replace knowing the individual.	The theory does not justify restricting opportunities.	Opponents argue major life events may matter more than birth order.	Turning a theory about tendencies into a rigid label.	Ask whether the answer preserves individual differences.	Clue, not cage.	high	warning_label	optional_after_answer	ltl2_c6_birth_order_limits_008	A family-order clue card beside a large 'Do not stereotype' sign.	Clue, not cage.	A family-order clue card beside a large 'Do not stereotype' sign.	Learn to Lead Volume 2, Chapter 6 — Personality, Nature/Nurture & Birth Order	78–79	approved_source	draft	LTL2-C6-PA-Q001|LTL2-C6-PA-Q002|LTL2-C6-PA-Q003	55
LTL2-C6-PA-Q009	Chapter 6 A	C6-O05	LTL2-C6-BIRTH_ORDER_EVIDENCE	LTL2-C6-F009	hard	analysis	multiple_choice	study_and_test	cap_direct	Why does the chapter present both arguments for and against birth order theory?	To prove the theory is completely false	To show that the theory is useful only for children	To encourage leaders to consider evidence without treating the theory as certain	To require leaders to learn every follower’s birth order	C	Mixed evidence means use the theory cautiously.	1	Leaders can use birth order theory as one perspective while recognizing that other experiences may better explain personality.	The chapter does not dismiss the theory completely.	Its relevance is broader than childhood, though leaders may not know birth order.	The mixed evidence calls for cautious, critical use.	The chapter specifically notes leaders often will not know it.	Thinking a chapter must fully endorse or reject a theory.	Look for the response that matches uncertainty and good judgment.	Consider it; do not convict by it.	high	evidence_scale	optional_after_answer	ltl2_c6_birth_order_evidence_009	A scale with supporting evidence and competing explanations.	Consider it; do not convict by it.	A scale with supporting evidence and competing explanations.	Learn to Lead Volume 2, Chapter 6 — Personality, Nature/Nurture & Birth Order	78–79	approved_source	draft	LTL2-C6-PA-Q001|LTL2-C6-PA-Q002|LTL2-C6-PA-Q003	55
LTL2-C6-PA-Q010	Chapter 6 A	C6-O01-05	LTL2-C6-KNOW_YOUR_PEOPLE	LTL2-C6-F010	medium	application	multiple_choice	study_and_test	scenario	A flight sergeant uses the same motivational approach for every cadet and is surprised that it works for some but not others. Which Chapter 6 principle was most overlooked?	Know your people as individuals	Use only position power	Avoid all personality theories	Personality is entirely inherited	A	Effective leaders know their people as individuals.	1	Personality concepts are tools for understanding differences, not excuses for one-size-fits-all leadership.	The chapter repeatedly stresses understanding individual differences.	Position power alone does not solve differences in motivation.	Theories may be useful when used cautiously.	The chapter rejects the idea that inheritance explains everything.	Assuming fairness means treating everyone identically in every situation.	Ask what information the leader failed to learn about the followers.	Same standards; individualized leadership.	medium	team_portraits	optional_after_answer	ltl2_c6_know_your_people_010	Several cadets with different needs connected to one leader who listens.	Same standards; individualized leadership.	Several cadets with different needs connected to one leader who listens.	Learn to Lead Volume 2, Chapter 6 — Personality, Nature/Nurture & Birth Order	75–79	approved_source	draft	LTL2-C6-PA-Q001|LTL2-C6-PA-Q002|LTL2-C6-PA-Q003	50
