external_id,module_number,chapter_number,chapter_title,objective_code,concept_code,question_family_code,question_type,question_style,difficulty,cognitive_level,question_text,choice_a,choice_b,choice_c,choice_d,correct_letter,short_explanation,explanation,choice_a_explanation,choice_b_explanation,choice_c_explanation,choice_d_explanation,memory_aid,remediation_text,source_document,source_pages,source_reference_text,visual_priority,visual_type,visual_display_mode,visual_asset_key,visual_group,visual_file_name,visual_storage_path,visual_status,show_visual_button,visual_brief,visual_caption,visual_alt_text,exam_likeness,distractor_difficulty,eligible_for_final_exam,final_exam_weight,content_origin,style_reference,review_status,reinforcement_question_ids,estimated_time_seconds,package_code
AD-M4-Q001,4,1,History of Rockets,AD4-1-hero_engine,AD4-1-hero_engine,AD4-1-hero_engine,multiple_choice,direct_exam_style,medium,recall,Which early device is described in Module 4 as the first rocket engine?,Archytas wooden pigeon,Congreve rocket,V-2 rocket,Hero engine,D,Hero developed an early steam-powered reaction device in which escaping steam produced thrust and rotated a sphere.,Hero developed an early steam-powered reaction device in which escaping steam produced thrust and rotated a sphere.,"Not this one. Archytas wooden pigeon is plausible, but it does not match the specific Module 4 fact or principle being tested. Hero developed an early steam-powered reaction device in which escaping steam produced thrust and rotated a sphere.","Not this one. Congreve rocket is plausible, but it does not match the specific Module 4 fact or principle being tested. Hero developed an early steam-powered reaction device in which escaping steam produced thrust and rotated a sphere.","Not this one. V-2 rocket is plausible, but it does not match the specific Module 4 fact or principle being tested. Hero developed an early steam-powered reaction device in which escaping steam produced thrust and rotated a sphere.",Correct. Hero developed an early steam-powered reaction device in which escaping steam produced thrust and rotated a sphere.,Hero = steam spins the sphere.,"Review Aerospace Dimensions Module 4, Chapter 1, pages 1-2. Then explain the distinction without looking at the choices.",Aerospace Dimensions Module 4: Rockets,1-2,"Module 4, Chapter 1, pages 1-2",high,educational_infographic,optional_after_answer,module4_history_timeline,module4_history_timeline,module4_history_timeline.png,/assets/cap-visuals/module4_history_timeline.png,approved,true,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M4-Q002,35,AD_M4_100
AD-M4-Q002,4,1,History of Rockets,AD4-1-hero_engine,AD4-1-hero_engine,AD4-1-hero_engine,multiple_choice,brief_application,medium_hard,application,"A heated pot makes steam enter a sphere and escape through two bent tubes, causing the sphere to rotate. What device is being demonstrated?",Congreve rocket,Hero engine,Archytas wooden pigeon,V-2 rocket,B,Hero developed an early steam-powered reaction device in which escaping steam produced thrust and rotated a sphere.,Hero developed an early steam-powered reaction device in which escaping steam produced thrust and rotated a sphere.,"Not this one. Congreve rocket is plausible, but it does not match the specific Module 4 fact or principle being tested. Hero developed an early steam-powered reaction device in which escaping steam produced thrust and rotated a sphere.",Correct. Hero developed an early steam-powered reaction device in which escaping steam produced thrust and rotated a sphere.,"Not this one. Archytas wooden pigeon is plausible, but it does not match the specific Module 4 fact or principle being tested. Hero developed an early steam-powered reaction device in which escaping steam produced thrust and rotated a sphere.","Not this one. V-2 rocket is plausible, but it does not match the specific Module 4 fact or principle being tested. Hero developed an early steam-powered reaction device in which escaping steam produced thrust and rotated a sphere.",Hero = steam spins the sphere.,"Review Aerospace Dimensions Module 4, Chapter 1, pages 1-2. Then explain the distinction without looking at the choices.",Aerospace Dimensions Module 4: Rockets,1-2,"Module 4, Chapter 1, pages 1-2",high,educational_infographic,optional_after_answer,module4_history_timeline,module4_history_timeline,module4_history_timeline.png,/assets/cap-visuals/module4_history_timeline.png,approved,true,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,high,close,false,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M4-Q001,45,AD_M4_100
AD-M4-Q003,4,1,History of Rockets,AD4-1-chinese_early_rockets,AD4-1-chinese_early_rockets,AD4-1-chinese_early_rockets,multiple_choice,direct_exam_style,medium,recall,Which civilization developed gunpowder-filled tubes that became early solid-propellant rockets?,the Germans,the Greeks,the British,the Chinese,D,The Chinese developed gunpowder and adapted gunpowder-filled tubes into early rockets.,The Chinese developed gunpowder and adapted gunpowder-filled tubes into early rockets.,"Not this one. the Germans is plausible, but it does not match the specific Module 4 fact or principle being tested. The Chinese developed gunpowder and adapted gunpowder-filled tubes into early rockets.","Not this one. the Greeks is plausible, but it does not match the specific Module 4 fact or principle being tested. The Chinese developed gunpowder and adapted gunpowder-filled tubes into early rockets.","Not this one. the British is plausible, but it does not match the specific Module 4 fact or principle being tested. The Chinese developed gunpowder and adapted gunpowder-filled tubes into early rockets.",Correct. The Chinese developed gunpowder and adapted gunpowder-filled tubes into early rockets.,China = gunpowder + flying fire.,"Review Aerospace Dimensions Module 4, Chapter 1, pages 2. Then explain the distinction without looking at the choices.",Aerospace Dimensions Module 4: Rockets,2,"Module 4, Chapter 1, pages 2",high,educational_infographic,optional_after_answer,module4_history_timeline,module4_history_timeline,module4_history_timeline.png,/assets/cap-visuals/module4_history_timeline.png,approved,true,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M4-Q004,35,AD_M4_100
AD-M4-Q004,4,1,History of Rockets,AD4-1-chinese_early_rockets,AD4-1-chinese_early_rockets,AD4-1-chinese_early_rockets,multiple_choice,brief_application,medium_hard,application,Bamboo tubes filled with gunpowder are attached to arrows and used as “arrows of flying fire.” Which civilization is associated with this development?,the British,the Greeks,the Germans,the Chinese,D,The Chinese developed gunpowder and adapted gunpowder-filled tubes into early rockets.,The Chinese developed gunpowder and adapted gunpowder-filled tubes into early rockets.,"Not this one. the British is plausible, but it does not match the specific Module 4 fact or principle being tested. The Chinese developed gunpowder and adapted gunpowder-filled tubes into early rockets.","Not this one. the Greeks is plausible, but it does not match the specific Module 4 fact or principle being tested. The Chinese developed gunpowder and adapted gunpowder-filled tubes into early rockets.","Not this one. the Germans is plausible, but it does not match the specific Module 4 fact or principle being tested. The Chinese developed gunpowder and adapted gunpowder-filled tubes into early rockets.",Correct. The Chinese developed gunpowder and adapted gunpowder-filled tubes into early rockets.,China = gunpowder + flying fire.,"Review Aerospace Dimensions Module 4, Chapter 1, pages 2. Then explain the distinction without looking at the choices.",Aerospace Dimensions Module 4: Rockets,2,"Module 4, Chapter 1, pages 2",high,educational_infographic,optional_after_answer,module4_history_timeline,module4_history_timeline,module4_history_timeline.png,/assets/cap-visuals/module4_history_timeline.png,approved,true,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,high,close,true,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M4-Q003,45,AD_M4_100
AD-M4-Q005,4,1,History of Rockets,AD4-1-roger_bacon,AD4-1-roger_bacon,AD4-1-roger_bacon,multiple_choice,direct_exam_style,medium,recall,Who improved forms of gunpowder and thereby increased rocket range?,Hermann Oberth,Roger Bacon,Jean Froissart,William Hale,B,"Roger Bacon improved gunpowder formulations, which increased the range of rockets.","Roger Bacon improved gunpowder formulations, which increased the range of rockets.","Not this one. Hermann Oberth is plausible, but it does not match the specific Module 4 fact or principle being tested. Roger Bacon improved gunpowder formulations, which increased the range of rockets.","Correct. Roger Bacon improved gunpowder formulations, which increased the range of rockets.","Not this one. Jean Froissart is plausible, but it does not match the specific Module 4 fact or principle being tested. Roger Bacon improved gunpowder formulations, which increased the range of rockets.","Not this one. William Hale is plausible, but it does not match the specific Module 4 fact or principle being tested. Roger Bacon improved gunpowder formulations, which increased the range of rockets.",Bacon boosted the burn—and the range.,"Review Aerospace Dimensions Module 4, Chapter 1, pages 2. Then explain the distinction without looking at the choices.",Aerospace Dimensions Module 4: Rockets,2,"Module 4, Chapter 1, pages 2",high,educational_infographic,optional_after_answer,module4_history_timeline,module4_history_timeline,module4_history_timeline.png,/assets/cap-visuals/module4_history_timeline.png,approved,true,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M4-Q006,35,AD_M4_100
AD-M4-Q006,4,1,History of Rockets,AD4-1-roger_bacon,AD4-1-roger_bacon,AD4-1-roger_bacon,multiple_choice,brief_application,medium_hard,application,"An inventor changes the powder mixture so rockets can travel farther, but does not primarily change their guidance. Which historical figure does this resemble?",Jean Froissart,Roger Bacon,William Hale,Hermann Oberth,B,"Roger Bacon improved gunpowder formulations, which increased the range of rockets.","Roger Bacon improved gunpowder formulations, which increased the range of rockets.","Not this one. Jean Froissart is plausible, but it does not match the specific Module 4 fact or principle being tested. Roger Bacon improved gunpowder formulations, which increased the range of rockets.","Correct. Roger Bacon improved gunpowder formulations, which increased the range of rockets.","Not this one. William Hale is plausible, but it does not match the specific Module 4 fact or principle being tested. Roger Bacon improved gunpowder formulations, which increased the range of rockets.","Not this one. Hermann Oberth is plausible, but it does not match the specific Module 4 fact or principle being tested. Roger Bacon improved gunpowder formulations, which increased the range of rockets.",Bacon boosted the burn—and the range.,"Review Aerospace Dimensions Module 4, Chapter 1, pages 2. Then explain the distinction without looking at the choices.",Aerospace Dimensions Module 4: Rockets,2,"Module 4, Chapter 1, pages 2",high,educational_infographic,optional_after_answer,module4_history_timeline,module4_history_timeline,module4_history_timeline.png,/assets/cap-visuals/module4_history_timeline.png,approved,true,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,high,close,false,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M4-Q005,45,AD_M4_100
AD-M4-Q007,4,1,History of Rockets,AD4-1-jean_froissart,AD4-1-jean_froissart,AD4-1-jean_froissart,multiple_choice,direct_exam_style,medium,recall,Who improved rocket accuracy by launching rockets through tubes?,Roger Bacon,Jean Froissart,Robert Goddard,William Congreve,B,Jean Froissart improved accuracy by launching rockets through tubes.,Jean Froissart improved accuracy by launching rockets through tubes.,"Not this one. Roger Bacon is plausible, but it does not match the specific Module 4 fact or principle being tested. Jean Froissart improved accuracy by launching rockets through tubes.",Correct. Jean Froissart improved accuracy by launching rockets through tubes.,"Not this one. Robert Goddard is plausible, but it does not match the specific Module 4 fact or principle being tested. Jean Froissart improved accuracy by launching rockets through tubes.","Not this one. William Congreve is plausible, but it does not match the specific Module 4 fact or principle being tested. Jean Froissart improved accuracy by launching rockets through tubes.",Froissart = tube for true aim.,"Review Aerospace Dimensions Module 4, Chapter 1, pages 2. Then explain the distinction without looking at the choices.",Aerospace Dimensions Module 4: Rockets,2,"Module 4, Chapter 1, pages 2",high,educational_infographic,optional_after_answer,module4_history_timeline,module4_history_timeline,module4_history_timeline.png,/assets/cap-visuals/module4_history_timeline.png,approved,true,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M4-Q008,35,AD_M4_100
AD-M4-Q008,4,1,History of Rockets,AD4-1-jean_froissart,AD4-1-jean_froissart,AD4-1-jean_froissart,multiple_choice,brief_application,medium_hard,application,"A designer improves accuracy by constraining the rocket at launch inside a tube, an idea that foreshadows the bazooka. Who is associated with this idea?",Roger Bacon,William Congreve,Robert Goddard,Jean Froissart,D,Jean Froissart improved accuracy by launching rockets through tubes.,Jean Froissart improved accuracy by launching rockets through tubes.,"Not this one. Roger Bacon is plausible, but it does not match the specific Module 4 fact or principle being tested. Jean Froissart improved accuracy by launching rockets through tubes.","Not this one. William Congreve is plausible, but it does not match the specific Module 4 fact or principle being tested. Jean Froissart improved accuracy by launching rockets through tubes.","Not this one. Robert Goddard is plausible, but it does not match the specific Module 4 fact or principle being tested. Jean Froissart improved accuracy by launching rockets through tubes.",Correct. Jean Froissart improved accuracy by launching rockets through tubes.,Froissart = tube for true aim.,"Review Aerospace Dimensions Module 4, Chapter 1, pages 2. Then explain the distinction without looking at the choices.",Aerospace Dimensions Module 4: Rockets,2,"Module 4, Chapter 1, pages 2",high,educational_infographic,optional_after_answer,module4_history_timeline,module4_history_timeline,module4_history_timeline.png,/assets/cap-visuals/module4_history_timeline.png,approved,true,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,high,close,true,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M4-Q007,45,AD_M4_100
AD-M4-Q009,4,1,History of Rockets,AD4-1-william_congreve,AD4-1-william_congreve,AD4-1-william_congreve,multiple_choice,direct_exam_style,medium,recall,"Who designed military rockets that increased range from about 200 to 3,000 yards?",Wernher von Braun,William Congreve,Konstantin Tsiolkovsky,William Hale,B,William Congreve developed military rockets with much greater range; their battlefield effectiveness came largely from firing many of them.,William Congreve developed military rockets with much greater range; their battlefield effectiveness came largely from firing many of them.,"Not this one. Wernher von Braun is plausible, but it does not match the specific Module 4 fact or principle being tested. William Congreve developed military rockets with much greater range; their battlefield effectiveness came largely from firing many of them.",Correct. William Congreve developed military rockets with much greater range; their battlefield effectiveness came largely from firing many of them.,"Not this one. Konstantin Tsiolkovsky is plausible, but it does not match the specific Module 4 fact or principle being tested. William Congreve developed military rockets with much greater range; their battlefield effectiveness came largely from firing many of them.","Not this one. William Hale is plausible, but it does not match the specific Module 4 fact or principle being tested. William Congreve developed military rockets with much greater range; their battlefield effectiveness came largely from firing many of them.",Congreve = combat rockets in great numbers.,"Review Aerospace Dimensions Module 4, Chapter 1, pages 2. Then explain the distinction without looking at the choices.",Aerospace Dimensions Module 4: Rockets,2,"Module 4, Chapter 1, pages 2",high,educational_infographic,optional_after_answer,module4_history_timeline,module4_history_timeline,module4_history_timeline.png,/assets/cap-visuals/module4_history_timeline.png,approved,true,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M4-Q010,35,AD_M4_100
AD-M4-Q010,4,1,History of Rockets,AD4-1-william_congreve,AD4-1-william_congreve,AD4-1-william_congreve,multiple_choice,brief_application,medium_hard,application,Thousands of inaccurate but long-range rockets are fired during a siege. Which rocket designer is most closely associated with this tactic?,Wernher von Braun,William Congreve,Konstantin Tsiolkovsky,William Hale,B,William Congreve developed military rockets with much greater range; their battlefield effectiveness came largely from firing many of them.,William Congreve developed military rockets with much greater range; their battlefield effectiveness came largely from firing many of them.,"Not this one. Wernher von Braun is plausible, but it does not match the specific Module 4 fact or principle being tested. William Congreve developed military rockets with much greater range; their battlefield effectiveness came largely from firing many of them.",Correct. William Congreve developed military rockets with much greater range; their battlefield effectiveness came largely from firing many of them.,"Not this one. Konstantin Tsiolkovsky is plausible, but it does not match the specific Module 4 fact or principle being tested. William Congreve developed military rockets with much greater range; their battlefield effectiveness came largely from firing many of them.","Not this one. William Hale is plausible, but it does not match the specific Module 4 fact or principle being tested. William Congreve developed military rockets with much greater range; their battlefield effectiveness came largely from firing many of them.",Congreve = combat rockets in great numbers.,"Review Aerospace Dimensions Module 4, Chapter 1, pages 2. Then explain the distinction without looking at the choices.",Aerospace Dimensions Module 4: Rockets,2,"Module 4, Chapter 1, pages 2",high,educational_infographic,optional_after_answer,module4_history_timeline,module4_history_timeline,module4_history_timeline.png,/assets/cap-visuals/module4_history_timeline.png,approved,true,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,Early rocket history from Hero and Chinese gunpowder rockets through Congreve and Hale.,high,close,false,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M4-Q009,45,AD_M4_100
